ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question
57;ja;"Einige ausgewählte Beispiele für Innovationen auf Basis offener Daten wurden hinzugefügt.

Anzumerken ist, dass beispielsweise das Thema KI und Open Data zunehmend diskutiert wird. In diesem Bereich wird es in Zukunft sicherlich noch weitere Entwicklungen geben.

Auf Bundesebene: keine; aber es gibt auf regionaler Ebene im Land Berlin mehrere innovative Lösungen auf Basis offener Daten: https://projektzukunft.berlin.de/blog/news-detail/deep-dive-20-open-data-als-erfolgsfaktor-fuer-innovationen-made-in-berlin

Jelbi-App (Mobilität)
Die „Jelbi-App“ basiert auf den Fahrplan- und Echtzeitdaten des Verkehrsverbundes Berlin-Brandenburg (VBB), die auf dem offenen Datenportal des Landes Berlin zur kommerziellen Nutzung frei verfügbar gemacht werden: https://www.jelbi.de/?utm_source=google&utm_medium=cpc&utm_campaign=s-be-de_%28jelbi%29_brand&utm_term=responsive_search_kampagne

„Gieß den Kiez“
Die OpenStreetMap ist eine der Datenquellen der „Gieß den Kiez“-App: Die Plattform regt Bürger dazu an, Baumpatenschaften zu übernehmen und Bäume zu gießen. Eine Einladung, die seit dem Start der App im Mai 2020 24.010 Bürger angenommen und 6,48 Bäume mit 716.400 Litern Wasser versorgt haben. Außerdem adoptierten sie bis Ende Juli 4.735 Bäume. Link: https://www.giessdenkiez.de/

== ORIGINAL ===
Ja, natürlich. Ein Beispiel ist der Wissenschaftssektor.

Berlin (Bundesland): Es gibt viele Projekte, die auf offenen Daten basieren und Innovationen und die Einführung neuer Technologien wie künstlicher Intelligenz hervorbringen, z. B.:
Der Deep Tech Award macht die Innovationen sichtbar: https://www.berlin.de/deeptech/deep-tech-award/";Bitte geben Sie genauere Erläuterungen und Beispiele (mit URLs) für Wiederverwendungsfälle an;;
58;nein;"Berlin (Bundesland): Wir sehen einen Einfluss auf die Nutzung offener Daten im Unternehmertum und bei der Gründung neuer Unternehmen. Deshalb haben wir viele Preise, die diese Wirkung zeigen. Es werden Preise ausgelobt, die Innovationen auf Basis offener Daten zeigen.
Deep Tech Award: https://www.berlin.de/deeptech/deep-tech-award/
Unternehmerinnenpreis: https://www.berlin.de/unternehmerinnentag/wettbewerb/ --> Beide Wettbewerbsformate sind nicht explizit auf Open Data ausgerichtet und umfassen unterschiedliche Gewinnerkategorien. Eine vertiefende Recherche zu den einzelnen Ergebnissen und Projekten der bisherigen Preisträger ist aus Ressourcengründen nicht möglich.

Die folgenden beiden Links fassen jedoch die Übersichten der bisherigen Gewinner zusammen:

- https://www.berlin.de/deeptech/deep-tech-award/gewinner-der-letzten-jahre/*
- https://www.berlin.de/deeptech/deep-tech-award/gewinner-der-letzten-jahre/

*Ein mögliches Beispiel aus dem Jahr 2022 könnte sein: https://www.machtsprache.de/";;Könnten Sie bitte einige Beispiele früherer Projekte erläutern, die diese Auszeichnungen gewonnen haben, um den Fall der Wiederverwendung zu verdeutlichen?;
D3;;;;;
D3.1;;;;;
59;ja;https://www.govdata.de/;;;
60;ja;Entfällt;;;
61;ja;Entfällt;;;
62a;ja;Entfällt;;;
62b;ja;Entfällt;;;
63;ja;"https://www.govdata.de/web/guest/sparql-assistant
https://www.govdata.de/sparql
https://www.govdata.de/ckan/api

- https://www.govdata.de/web/guest/sparql-assistant ist die Homepage für Programmierer. Der Link funktioniert
- https://www.govdata.de/sparql ist ein technischer Endpunkt. Dies führt zu einer Fehlermeldung, da die entsprechenden Parameter für eine korrekte SPARQL-Abfrage fehlen.
Daher ein Beispiel mit gültigen Parametern: https://www.govdata.de/sparql?query=PREFIX%20rdf%3A%20%3Chttp%3A%2F%2Fwww.w3.org%2F1999%2F02%2F22-rdf-syntax-ns%23%3E%0APREFIX%20rdfs%3A%20%3Chttp%3A%2F%2Fwww.w3.org%2F2000%2F01%2Frdf-schema%23%3E%0ASELECT%20*%20WHERE%20%7B%0A%20%20%3Fsub%20%3Fpred%20%3Fobj%20.%0A%7D%20LIMIT%2010
Bitte beachten Sie: Der erste Link ist eine für Menschen lesbare Website
- https://www.govdata.de/ckan/api ist auch ein technischer Endpunkt. Die GovData-API antwortet mit einem JSON. Der Link funktioniert ordnungsgemäß, Sie müssen jedoch JSON lesen können.
Das zugehörige CKAN-Portal ist unter https://ckan.govdata.de/ verfügbar.
Die aktuelle Dokumentation zur API ist https://docs.ckan.org/en/2.10/";Der letzte Link funktioniert nicht;;
64;ja;"https://www.govdata.de/web/guest/sparql-assistent
https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload";;;
65;nein;"z.B. https://www.govdata.de/web/guest/suchen/-/details/buchereien --> Antwort an Rezensent 2: Ich vermute, dass wir die Frage falsch klassifiziert oder übersetzt haben: Der angegebene Link stellt verschiedene (maschinenlesbare) Formate der bereitgestellten Daten dar (Quelle: https://opendata.stadt-muenster.de/dataset/b%C3%BCchereien). Externe Nutzer können jedoch kein ergänzendes Material hinzufügen (per Link oder Upload).

Die Antwort muss also „Nein“ lauten.";;Bitte klären Sie, was der Link zeigt? Wie können Nutzer Inhalte für das Portal bereitstellen?;
66a;ja;https://www.govdata.de/Kontakt;;;
66b;ja;Über ein Formular können Kommentare, Fehler oder Verbesserungsvorschläge für jeden einzelnen Datensatz gemeldet werden (Beispiel: https://www.govdata.de/web/guest/daten/-/details/abkurzungsverzeichnis-des-bundes);;;
66c;nein;Zur kurzen Erklärung: Eine entsprechende Funktion war bereits verfügbar, wurde jedoch aufgrund geringer Nachfrage/Nutzung eingestellt.;;;
67;ja;"https://www.govdata.de/web/guest/termine
https://www.govdata.de/web/guest/neues";;;
68;ja;"Ja, das Portal bietet Benutzern die Möglichkeit, Benachrichtigungen zu erhalten, wenn neue Datensätze auf dem nationalen Portal verfügbar sind. Wir nutzen dafür RSS:
  https://www.govdata.de/web/guest/suchen/-/atomfeed/f/type%3Adataset%2C/s/relevance_desc";Link funktioniert nicht;;
69a;nein;Nein, aber wir diskutieren über einen „Datenanfrage-Button“ auf dem Portal, allerdings müssen wir noch die politischen und administrativen Prozesse dahinter klären, damit jede Anfrage auch bei der jeweiligen öffentlichen Stelle ankommt.;;;
69b;Wählen Sie die Antwort für Frage 69b aus;Entfällt;;;
69c;nein;;;;
70a;ja;Nach einer gewissen Zeit (etwa einem Monat) fragen wir den Datenanbieter, ob ein solcher Datensatz veröffentlicht werden könnte.;;;
70b;wenige Datensätze;Entfällt;;;
71;ja;"Für registrierte Benutzer stellen wir ein geschlossenes Diskussionsforum zur Verfügung. Daher können wir Ihnen keine URL anbieten. Registrierter Nutzer ist derjenige, der Daten bereitstellt, also der Verantwortliche in jeder öffentlichen Stelle. Wenn Sie mitmachen möchten, kontaktieren Sie uns bitte per Mail: info@govdata.de
Offenes Diskussionsforum: https://github.com/GovDataOfficial/DCAT-AP.de";;;
72;ja;https://www.govdata.de/web/guest/showroom;;;
73;ja;Ja, in den vorgestellten Anwendungsfällen werden auch die zugeordneten Datensätze erwähnt/beschrieben.;;;
74;ja;https://www.govdata.de/web/guest/showroom/-/details/40;;;
75;nein;;;;
76;nein;;;;
77;ja;Um die HVDs referenzieren zu können, haben wir in der Version 2.0 von DCAT-AP.de eine Eigenschaft implementiert. https://www.dcat-ap.de/def/dcatde/2.0/spec/#datensatz-referenziert;;;
D3.2;;;;;
78;ja;Entfällt;;;
79;ja;Matomo;;;
80a;ja;Die Auswertung von Matomo ergab für uns Hinweise, die wir beim Relaunch des Portals genutzt haben (Wegfall der Kategorien auf der Startseite).;;;
80b;ja;"Wir treffen die Benutzer. Wir nehmen an Netzwerktreffen mit Verwaltung, Wissenschaft, der Internet-Community und der Open-Data-Community teil. Dort nehmen wir aktiv an Austauschrunden, Barcamps teil, halten Vorträge, Workshops (z. B. auf der re:publica), Hackathons. Zuhören ist wichtig.
Darüber hinaus werden laufend Reaktionen in den Social-Media-Kanälen sowie Fragen und Rückmeldungen über die Kontaktseite des Portals ausgewertet.";;;
81a;von allem ein bisschen, keine klare dominante Gruppe;Entfällt;;;
81b;Ja, völlig;;;;
82;siehe Antwortbox;39.088 einzelne Besucher in GovData und 3 regionalen Datenportalen;;;
83;siehe Antwortbox;0,173;;;
84;ja;Auswertung über Matomo;;;
85;ja;Entfällt;;;
86;siehe Antwortbox;1=soci, 2=tran, 3=ener, 4=heal, 5=edu;;;
87;siehe Antwortbox;1=ALKIS Berlin, 2=Abkürzungsverzeichnis des Bundes, 3=Anschriftenverzeichnis des Bundes, 4=BORIS Hessen, 5=Verwaltungsgebiete;;;
88;ja;Für die Suche bieten wir Autovervollständigung und alternative Begriffsvorschläge zur Optimierung der Ergebnisse an. Darüber hinaus werden linguistische Suchmethoden eingesetzt, um das Ergebnis zu verbessern.;;;
89;ja;;;;
90a;ja;Entfällt;;;
90b;Ich weiß es nicht;;;;
D3.3;;;;;
91;alle Datenanbieter des öffentlichen Sektors;Die Daten aller Open-Data-Portale des öffentlichen Sektors sind in GovData verfügbar. Die Datenbereitstellung erfolgt über Fach- oder Landesportale. Wo dies nicht möglich ist, stellen die regionalen Portale diese direkt zur Verfügung.;;;
92a;ja, oder alle Datenanbieter des öffentlichen Sektors veröffentlichen bereits Daten;Entfällt;;;
92b;ja, oder alle Datenanbieter des öffentlichen Sektors veröffentlichen bereits Daten;"- Das Kompetenzzentrum für Open Data (CCOD) hat eine Wissensbibliothek aufgebaut, die verschiedene Richtlinien, Handbücher etc. aus allen Bundesebenen umfasst. (https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Vorlagen-Hilfsmittel/vorlagen-hilfsmittel_node.html)
CCOD bietet außerdem mehrere Workshops an und führt diese durch, die sich mit unterschiedlichen Themen bei der Veröffentlichung offener Daten befassen.

- https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload";;;
93a;ja;Eine Liste aller Datenanbieter ist als Filterliste unter folgendem Link abrufbar, der auch alle regionalen Portale umfasst: https://www.govdata.de/web/guest/daten;;;
93b;ja;Eine Liste aller Datenanbieter ist als Filterliste unter folgendem Link abrufbar, der auch alle regionalen Portale umfasst: https://www.govdata.de/web/guest/daten;;;
93c;die meisten Datensätze;Kurznotiz: Einige, meist regionale Datenanbieter, geben ihre Daten bei GovData manuell ein;;;
94a;ja;"Ja, es gibt einige Beispiele:
https://www.govdata.de/web/guest/suchen/-/details/pegelonline
https://www.govdata.de/web/guest/suchen/-/details/aktuellste-10-minutige-stationsmessungen-der-niederschlagshohe-in-deutschland";;;
94b;1-10%;Entfällt;;;
95;nein;Die staatliche Vereinbarung von GovData umfasst keine inoffiziellen oder nichtstaatlichen Daten. Siehe https://www.govdata.de/documents/10156/18448/Verwaltungsvereinbarung_GovData_finale+Fassung.pdf;;;
96;ja;"Eine Liste aller Datenanbieter ist grundsätzlich (als Filterliste) unter folgendem Link abrufbar: https://www.govdata.de/web/guest/daten. Außerdem ist eine Liste aller Datenanbieter verfügbar, die ihre Metadaten an das nationale Portal liefern: https://www.dcat-ap.de/def/contributors/

Bitte beachten Sie:
Die staatliche Vereinbarung von GovData umfasst keine inoffiziellen oder nichtstaatlichen Daten. Siehe https://www.govdata.de/documents/10156/18448/Verwaltungsvereinbarung_GovData_finale+Fassung.pdf/a12e7cfb-91fc-4570-9a07-ed420e524c93. //Top 10 Datenanbieter und damit am relevantesten sind derzeit:
- Bundesland Schleswig-Holstein
- Transparenzportal Hamburg
- Land Brandenburg
- GDI-DE (Geodaten)
- Open.NRW (Nordrhein-Westfalen)
- Offenes Regierungsdatenportal Rheinland-Pfalz
- mCLOUD (Mobilität)
- Statistisches Bundesamt
- (Land) Berlin Open Data
- Bundesministerium des Innern und Heimat";;Bitte listen Sie der Vollständigkeit halber die wichtigsten auf;
97;nein;;;;
D3.4;;;;;
98;ja;"Ab § 12 a Abs. 5 EGovG sind alle offenen Daten mit dem nationalen Metadatenportal GovData zu verknüpfen. Durch die Umsetzung der EU-Verordnung „Offene Daten und Informationen des öffentlichen Sektors“ 2019/10124 in nationales Recht wird diese Regelung auf Bundesebene auf alle Regierungsebenen ausgeweitet (siehe § 7 Abs. 4 Datennutzungsgesetz/DNG): http://www.gesetze-im-internet.de/dng/__7.html

Weitere Quellen zur Nachhaltigkeit des nationalen Portals Govdata im Internet:
Der G8-Aktionsplan für Open Data sorgt für die Nachhaltigkeit und Umsetzung des nationalen Metadatenportals GovData: http://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/moderne-verwaltung/aktionsplan-open-data.pdf?__blob=publicationFile&v=3

Die Verwaltungsvereinbarung für GovData legt auch alle Maßnahmen zur Finanzierung und Implementierung offener Daten fest, um die Nachhaltigkeit des Portals sicherzustellen.
https://www.govdata.de/documents/10156/18448/Verwaltungsvereinbarung_GovData_finale+Fassung.pdf";;;
99;ja;;;;
100;ja;"Ja, sehen Sie
https://twitter.com/govdata_de
https://social.bund.de/@opendata";;;
101;ja;GovData berichtet regelmäßig auf Kongressen oder in Workshops über das Portal und die Arbeit der Geschäftsstelle. Beispielsweise auf der Smart Country Convention 2021, 2022 und auch 2023 https://www.smartcountry.berlin/, oder bei der Arbeitsgemeinschaft Datendemokratie (https://initiatived21.de/arbeitsgruppenentfälltg-datendemokratie/), oder auf der re:publica (https://re-publica.com/en);;;
102;ja;Wir stellen unseren Quellcode auf GitHub zur Verfügung: https://github.com/govdataofficial und auf Open CoDE (ein von Deutschland gehostetes GitLab): https://gitlab.opencode.de/fitko/govdata;;;
103;nein;;;;
104a;ja;Jährlich wird in einem ersten strategischen Workshop innerhalb des Teams die Entwicklung des Portals für das folgende Jahr überprüft und verbessert. Als zweiten Schritt wird das Team eine Planungsbesprechung mit dem technischen Anbieter abhalten.;;;
104b;jährlich;Entfällt;;;
104c;Ja;Benutzerfeedback wird entweder direkt auf GitHub eingegeben oder im internen Ticketsystem gesammelt. Für dieses Feedback sind wir sehr dankbar. In der Planungsphase wird das Feedback der Nutzer entsprechend berücksichtigt. Kleinere Änderungen können auch außerhalb des Planungszeitraums umgesetzt werden;;;
105a;ja;Das Dashboard verwendet unseren SHACL-Validator (Online-Version verfügbar unter: https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload) und bietet den Datenanbietern Links zur Verbesserung ihrer Metadatenqualität und ihrer Leistung auf dem nationalen Portal.;;;
105b;ja;Mit dem SHACL Validator erhalten Datenanbieter Feedback zur Metadatenqualität und zu defekten Links in ihrer Datenbank. Darüber hinaus liefert der Validator Hinweise zur Fehlerbehebung.;;;
D4;;;;;
D4.1;;;;;
106;ja;Die Metadaten unterliegen einem kontinuierlichen Ernteprozess mit Kontrolle der Metadaten und automatischer Suche nach Duplikaten.;;;
107;90-99%;Entfällt;;;
108;innerhalb einer Woche;Es betrifft fast alle Daten, da wir auch fast alle Daten von anderen Portalen beziehen.;;;
109;die meisten Datensätze;Entfällt;;;
110;ja;Um die HVDs referenzieren zu können, haben wir in der Version 2.0 von DCAT-AP.de eine Eigenschaft implementiert. https://www.dcat-ap.de/def/dcatde/2.0/spec/#datensatz-referenziert;;;
D4.2;;;;;
111a;ja;"Unterbrochene Links, Überwachung von Importfehlern, Validierung wird gemäß DCAT-AP.de umgestellt (https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload)
Wir stellen ein Dashboard zur Verfügung, das Auskunft über die veröffentlichten Daten gibt. Während der Testphase ist das Dashboard nur für registrierte Benutzer zugänglich.
Bitte kontaktieren Sie uns zur Teilnahme per E-Mail an info@govdata.de.";;;
111b;ja;Wir stellen ein Dashboard zur Verfügung, das Auskunft über die veröffentlichten Daten gibt. Während der Testphase ist das Dashboard nur für registrierte Benutzer zugänglich. Bitte kontaktieren Sie uns zur Teilnahme per E-Mail an info@govdata.de.;;;
112;ja;"Ja, GovData bietet eine FAQ mit Informationen zur Auswahl einer geeigneten Lizenz für Open Data (https://www.govdata.de/web/guest/faq).

Informationen zur Auswahl einer geeigneten Lizenz für offene Daten bietet CCOD im Leitfaden „Leitfaden Metadaten“ (https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_leitfaden_metadaten.pdf?__blob=publicationFile&v=6) und „Anforderung an die Daten“ (https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_anforderungen_daten.pdf?__blob=publicationFile&v=3)";;;
113;ja;"siehe: https://www.govdata.de/lizenzen
Darüber hinaus haben wir in Zusammenarbeit mit Bund, Ländern und Kommunalverbänden eine Empfehlung zu einheitlichen Nutzungsregeln für Verwaltungsdaten in Deutschland erarbeitet, die nun in der Version 2.0 als „Datenlizenz für Deutschland“ vorliegt. Diese Version wird auch vom Open Definition Expert Council offiziell als offene Lizenz anerkannt.";;;
114;Ja, CC-Lizenzen;"CC-Lizenzen werden im CCOD-Leitfaden „Leitfaden Metadaten“ (https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_leitfaden_metadaten.pdf?__blob=publicationFile&v=6) und „Anforderung an die Daten“ (https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_anforderungen_daten.pdf?__blob=publicationFile&v=3) sowie im Open-Data-Handbuch (https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=11) konkret thematisiert und empfohlen.

Die „Datenlizenz Deutschland 2.0“ als deutsche Einzellizenz kann auch von öffentlichen Stellen genutzt werden. https://www.govdata.de/dl-de/by-2-0";;;
115;>90%;Entfällt;;;
116;erhöht oder bereits >90 %;Entfällt;;;
117;5-10;Entfällt;;;
118;ja;"Richtlinien zur Datenqualität:
- https://cdn0.scrvt.com/fokus/e472f1bf447f370f/32c99a36d8b3/NQDM_Leitfaden-f-r-qualitativ-hochwertige-Daten-und-Metadaten_2019.pdf
- https://www.dcat-ap.de/def/

Darüber hinaus bietet das Competence Center Open Data (CCOD) zahlreiche Richtlinien, Anleitungen, Empfehlungen etc., zusammengefasst in einer Wissensbibliothek: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Vorlagen-Hilfsmittel/vorlagen-hilfsmittel_node.html

Andere:
- NQDM-Leitfaden, für hochwertige Daten und Metadaten: https://www.nqdm-projekt.de/de/downloads/leitfaden";;;
119a;ja;"Die Open-Data-Policy, §12a EGovG, ist ein regulatorischer Anreiz, der zudem weiter konkretisiert wird, um sicherzustellen, dass alle Daten in maschinenlesbaren Formaten bereitgestellt werden. Die geplante und verbesserte IT-Infrastruktur wird bereitgestellt und verringert den Zeit- und Arbeitsaufwand für die Veröffentlichung. Das Kompetenzzentrum Open Data (CCOD) führt Aktivitäten mit den Verwaltungsbehörden durch, um diese bei der Veröffentlichung weiterer Daten zu unterstützen.

Darüber hinaus bietet das Competence Center Open Data (CCOD) zahlreiche Richtlinien, Anleitungen, Empfehlungen etc., zusammengefasst in einer Wissensbibliothek: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Vorlagen-Hilfsmittel/vorlagen-hilfsmittel_node.html";;;
119b;ja;"Speziell zur Verbesserung der Datenqualität werden Leitlinien veröffentlicht:
https://cdn0.scrvt.com/fokus/e472f1bf447f370f/32c99a36d8b3/NQDM_Leitfaden-f-r-qualitativ-hochwertige-Daten-und-Metadaten_2019.pdf

sowie Richtlinien des Competence Center Open Data (CCOD): Das CCOD bietet zahlreiche Richtlinien, Anleitungen, Empfehlungen etc. zur Metadatenqualität, zusammengefasst in einer Wissensbibliothek: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Vorlagen-Hilfsmittel/vorlagen-hilfsmittel_node.html";;;
D4.3;;;;;
120;ja;"Links:
dcat-ap.de/def
https://github.com/GovDataOfficial/DCAT-AP.de
Die nächste Version von DCAT-AP.de wird ebenfalls in ReSpec veröffentlicht.

CCOD Leitfaden Metadaten: https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_leitfaden_metadaten.pdf?__blob=publicationFile&v=6";;;
121;>90%;;;;
122a;>90%;;;;
122b;71-90%;;;;
123;ja;"DCAT-AP.de stellt lediglich eine Ergänzung zu DCAT-AP dar und ist daher vollständig DCAT-AP-konform. Die Ergänzung zu DCAT-AP ist notwendig, um deutsche Besonderheiten abzubilden.
https://www.dcat-ap.de/ // R2: Für eine genaue Erklärung müssten wir die Frage separat beantworten.

Kurz gesagt gibt es zwei rechtlich unterschiedliche Ansätze zwischen der CC BY 4.0-Lizenz und der deutschen Datenlizenz. CC BY konzentriert sich auf das materielle Eigentumsrecht, während die deutsche Variante die Lizenzierung von (amtlichen) Datensätzen als Widmungsakt einstuft. Daraus ergibt sich eine andere rechtliche Beurteilung. Hinzu kommen Aspekte aus den Regelungen in Deutschland zu Allgemeinen Geschäftsbedingungen (AGB) im zivilrechtlichen Kontext.

Es gibt also einen subtilen rechtlichen Unterschied hinter der Datenlizenz – eine „deutsche Besonderheit“. :-)

Dennoch wird die Notwendigkeit einer nationalen Lizenz derzeit diskutiert und möglicherweise in Zukunft neu bewertet.";;Bitte beschreiben Sie aus Interesse die „deutschen Besonderheiten“;
124a;ja;Entfällt;;;
124b;siehe Antwortbox;"Allgemeiner Mangel an Wissen über Linked-Open-Data (bisherige Metadaten-Spezifikation in Deutschland war XML-basiert) im Rahmen der Umstellung auf den DCAT-AP.de-Standard alle Datensätze wurden auf Konformität mit DCAT.AP überprüft und ggf. korrigiert; daher sind keine Werte verfügbar
Probleme bei der Verwendung korrekter URLs, beispielsweise in Vokabularien wie der MDR File Type Named Authority List
Zuordnung der richtigen Themen zu den Datensätzen (Frühere Metadatenspezifikationen in Deutschland beinhalteten ein Thema „Geodaten“)
Probleme mit Einschränkungen je nach Software, zum Beispiel CKAN
Fehlende Aktualisierung auf neuere Versionen von DCAT-AP und DCAT-AP.de";;;
125a;31-50%;Entfällt;;;
125b;>90%;Entfällt;;;
D4.4;;;;;
126;ja;Die Fair Principles sind ein zentraler Bestandteil der Qualitätsprüfung im Dashboard des Portals.;;;
127;ja;Seit 2021 haben wir das Dashboard zur Qualitätskontrolle. Die Datenanbieter selbst haben dort die Möglichkeit, ihre Metadatenqualität zu überprüfen. Darüber hinaus werden regelmäßig Auszüge mit den wichtigsten Qualitätsparametern an die Datenlieferanten gesendet.;;;
128a;>90%;Entfällt;;;
128b;>90%;Entfällt;;;
128c;71-90%;Entfällt;;;
128d;51-70%;Entfällt;;;
128e;31-50%;Entfällt;;;
129;ja;Seit letztem Jahr haben wir das Dashboard zur Qualitätskontrolle. Die Datenanbieter selbst haben dort die Möglichkeit, ihre Metadatenqualität zu überprüfen. Darüber hinaus werden regelmäßig Auszüge mit den wichtigsten Qualitätsparametern an die Datenlieferanten gesendet.;;;
