ID;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
I8-c;neue Frage;neue Frage;Change;ja;"Berlin: Workshops wie die AG Open Data

Schleswig-Holstein:
Wir organisierten drei „Datendialoge“ für Forschende, Wirtschaft und Zivilgesellschaft. In diesen Workshops sammelten wir die Bedürfnisse und Wünsche der drei verschiedenen Gruppen.

Bayern: Zwei Workshops zur Nutzung offener Daten durch Zivilgesellschaft und Start-ups in Bayern im Rahmen des Open Data Day München"
I8-d;neue Frage;neue Frage;Change;ja;"Berlin: Stakeholder-Workshops zur Open-Data-Strategie

BMG:
Wir nutzen GitHub Issues, um mit der Community zu interagieren, Fragen zu beantworten und Feedback von unserer Community zu erhalten."
I9;ja;Entfällt;Change;ja;Entfällt
I9-a;neue Frage;neue Frage;Change;ja;"Schleswig-Holstein:
Wir haben eine lebendige digitale Barcamp-Szene. Wir versuchen, in allen größeren Städten jährlich Veranstaltungen zum Thema Open Data anzubieten. Dabei sammeln wir Bedarfe und Wünsche.

BMG:
Wir veranstalten regelmäßig Workshops und Seminare, um unsere Produkte bedarfsgerecht weiterzuentwickeln.

Bayern: Fortführung moderierter Usability-Tests mit Nutzerinnen und Nutzern des Portals.

BMDV:
Mobility Data Space und Mobilithek nutzen Feedback-Maßnahmen mit Portalnutzerinnen und -nutzern."
I9-b;neue Frage;neue Frage;Change;ja;Entfällt
I9-c;neue Frage;neue Frage;Change;ja;Entfällt
I10;ja;"z.B. auf regionaler Ebene:
NRW: Forschung; Möglichkeit zur Berichterstattung auf dem Portal: https://open.nrw/open-data/showroom
Berlin: Open-Data-Projekte werden auf dieser Website gesammelt: https://odis-berlin.de/projekte/";Complement;ja;"Bayern: Anwendungsfälle werden gesammelt und können unter https://oc.bydata.de/using/usecases gemeldet werden.

Berlin: Daten-Prototyping mit dem ODIS

Nordrhein-Westfalen: Wiederverwendungsfälle werden in einem Showroom veröffentlicht (https://open.nrw/open-data/open-data-showroom)."
I11;ja;Im Rahmen des Aufbaus der Nationalen Forschungsdateninfrastruktur ist die Generaldirektion Kulturelles Erbe Rheinland-Pfalz (DGKE) als Mitantragsteller im NFDI4Objects-Konsortium beteiligt. In diesem Zusammenhang wurde im Jahr 2021 eine Umfrage zur Archivierung digitaler archäologischer Daten durchgeführt, um die Anforderungen einer breiten und nachhaltigen Verfügbarkeit und Nachnutzung von Forschungsdaten durch professionelle Archivierung und Bereitstellung gemäß den FAIR-Prinzipien zu ermitteln. NFDI4Objects plant die Bereitstellung von Methoden, Standards und Schnittstellen für die Langzeitarchivierung, z.B. für Forscher, die sich mit dem materiellen Erbe der Menschheitsgeschichte befassen (also nicht nur Archäologen).;Complement;ja;"BMG:
Im Rahmen des NFDI4Health-Konsortiums werden derzeit systematische Verfahren zur Klassifizierung von Wiederverwendungsfällen entwickelt."
D4.3;;;;;
D4.3a;;;;;
I12;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Berlin (Land): Ja, wir haben ein Transparenzprojekt für die Datensätze „Haushaltsdaten“, die die Senatsverwaltung für Finanzen veröffentlicht und wo wir eine Visualisierung haben, um den Bürgern zu zeigen, wo die öffentlichen Gelder in der Regierung verwendet werden. Wir haben den „Energie Checkpoint“, der die Energieeffizienz öffentlicher Gebäude anzeigt, damit wir zeigen können, ob wir unsere Klimaziele in Berlin erreichen können oder nicht.
(1) Open „Haushaltsdaten“ ist ein Transparenzprojekt: https://haushaltsdaten.odis-berlin.de/
(2) Energiecheckpoint: „Effizienz & Wirksamkeit erneuerbarer Regulierungen“ https://energiecheckpoint.odis-berlin.de/";Change;ja;Berlin: die Studie „Open Data in der Berliner Verwaltung“: https://odis-berlin.de/file-download/01_Handout-OpenData-Kurzerklaert.pdf
I13;neue Frage;neue Frage;Change;ja;"Berlin: Das Bibliotheks-Dashboard zeigt die Nutzung von Daten zur Verbesserung öffentlicher Dienstleistungen https://odis-berlin.de/projekte/2023-03-pankow-bibliotheksdaten

BMEL:
Die Veröffentlichung von Daten als FAIR Open Data reduziert den Aufwand für die Bereitstellung von Daten für Behörden im Zuständigkeitsbereich des Bundesministeriums für Ernährung und Landwirtschaft. Interessierte können die Daten beispielsweise ohne formelle Anfrage herunterladen. Das Bundesamt für Verbraucherschutz und Lebensmittelsicherheit bietet beispielsweise über eine API Zugriff auf Zulassungsdaten für Pflanzenschutzmittel/Pestizide https://www.bvl.bund.de/SharedDocs/Fachmeldungen/04_pflanzenschutzmittel/2024/2024_04_03_Fa_PSM_API.html. Weitere Beispiele speziell für Forschungsdaten sind Datensätze, die auf OpenAgrar (https://www.openagrar.de/servlets/solr/select?q=%2Bcategory.top%3A%22mir_genres%3Aresearch_data%22+%2BobjectType%3Amods+%2Bcategory.top%3A%22state%3Apublished%22&mask=content/browse/genres.xml%23open%5B%5D&sort=mods.dateIssued+desc&fq=worldReadableComplete:true) oder auf https://atlas.thuenen.de/layers/ veröffentlicht wurden."
I14;neue Frage;neue Frage;Change;ja;"Bayern: Ja. Beispielsweise hat die Stadt Augsburg Finanzdaten zu Beteiligungen veröffentlicht: https://augsburg.bydata.de/?locale=de&page=3&limit=10

Berlin: Visualisierung der Berliner Finanzdaten: https://odis-berlin.de/projekte/2022-09-haushaltsdaten"
I15;neue Frage;neue Frage;Change;Ich weiß nicht;
I16;neue Frage;neue Frage;Change;ja;"BMG:
Offene Daten dienen als Grundlage für mehrere Dashboards, zum Beispiel: https://infektionsradar.gesund.bund.de/de"
D4.3b;;;;;
I17;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Der Sozialhaushaltsdatensatz bietet einen Überblick über das Leistungsspektrum und die Finanzierung des Sozialversicherungssystems in Deutschland. Der Sozialhaushaltsdatensatz ist als Open Data mit www.govdata.de verknüpft. Die Veröffentlichung des Datensatzes erhöht die Transparenz und Rechenschaftspflicht in Deutschland.

Als Instrument zur Überprüfung politischer Maßnahmen und zur Anregung neuer Maßnahmen ist die Bundesregierung verpflichtet, regelmäßig einen Armuts- und Reichtumsbericht vorzulegen. Bisher wurden sechs Berichte veröffentlicht. Alle Berichte sowie die dazugehörige wissenschaftliche Forschung werden im Internet veröffentlicht.
ARB - Startseite (armuts-und-erreichtumsbericht.de)
Im Rahmen des Armuts- und Reichtumsberichts werden Indikatoren im Internet veröffentlicht und als offene Datendateien zur Verfügung gestellt.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente ist eine Informationsbasis. Ziel ist es, die Diskussion über die Zukunft der Alterssicherung zu unterstützen. Mit Zahlen und Fakten zur Altersvorsorge soll ein Beitrag zur Versachlichung der Debatte geleistet werden. Dabei werden beide Entwicklungslinien sowie der aktuelle Stand ausgewählter Aspekte der Altersvorsorge beschrieben und so eine Grundlage für ein besseres Verständnis des Themas Altersvorsorge geschaffen.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In einem separaten Abschnitt werden die verwendeten Daten in einem offenen Datenformat für die interessierte Öffentlichkeit präsentiert.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

Das Bundesministerium für Ernährung und Landwirtschaft stellt mehrere Datensätze zur Verfügung, z.B. zum Thema Ernährungsverhalten

Beispiele auf regionaler Ebene:
Berlin (Land): Wir haben ein „Sozialinformationssystem“, ein offenes Datenportal zu Themen wie gesellschaftlichen Herausforderungen
https://www.sozial-informations-system.de/home?lang=de";Change;nein;"BMAS:
Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Der Sozialhaushaltsdatensatz bietet einen Überblick über das Leistungsspektrum und die Finanzierung des Sozialversicherungssystems in Deutschland. Der Sozialhaushaltsdatensatz ist als Open Data mit www.govdata.de verknüpft. Die Veröffentlichung des Datensatzes erhöht die Transparenz und Rechenschaftspflicht in Deutschland.

Als Instrument zur Überprüfung politischer Maßnahmen und zur Anregung neuer Maßnahmen ist die Bundesregierung verpflichtet, regelmäßig einen Armuts- und Reichtumsbericht vorzulegen. Bisher wurden sechs Berichte veröffentlicht. Alle Berichte sowie die dazugehörige wissenschaftliche Forschung werden im Internet veröffentlicht.
ARB - Startseite (armuts-und-erreichtumsbericht.de)
Im Rahmen des Armuts- und Reichtumsberichts werden Indikatoren im Internet veröffentlicht und als offene Datendateien zur Verfügung gestellt.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente ist eine Informationsbasis. Ziel ist es, die Diskussion über die Zukunft der Alterssicherung zu unterstützen. Mit Zahlen und Fakten zur Altersvorsorge soll ein Beitrag zur Versachlichung der Debatte geleistet werden. Dabei werden beide Entwicklungslinien sowie der aktuelle Stand ausgewählter Aspekte der Altersvorsorge beschrieben und so eine Grundlage für ein besseres Verständnis des Themas Altersvorsorge geschaffen.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-
Hamburg: -Hamburg: -Die sozialen Auswirkungen werden hiermit als die positive Auswirkung der Nutzung offener Daten auf vier spezifische Herausforderungen für die Gesellschaft definiert: 1) Einbeziehung von Minderheiten, Migranten und/oder Flüchtlingen und Verringerung der Ungleichheit, 2) Linderung von Wohnungsproblemen, 3) Förderung von Gesundheit und Wohlbefinden, 4) Verbesserung der Bildung.

Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In einem separaten Abschnitt werden die verwendeten Daten in einem offenen Datenformat für die interessierte Öffentlichkeit präsentiert.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

Das Bundesministerium für Ernährung und Landwirtschaft stellt mehrere Datensätze zur Verfügung, z.B. zum Thema Ernährungsverhalten

Beispiele auf regionaler Ebene:
Berlin (Land): Wir haben ein „Sozialinformationssystem“, ein offenes Datenportal zu Themen wie gesellschaftlichen Herausforderungen
https://www.sozial-informations-system.de/home?lang=de

Hamburg: Hamburg: - Die sozialen Auswirkungen werden hiermit als die positive Auswirkung der Nutzung offener Daten auf vier spezifische Herausforderungen für die Gesellschaft definiert: 1) Einbeziehung von Minderheiten, Migranten und/oder Flüchtlingen und Verringerung der Ungleichheit, 2) Linderung von Wohnungsproblemen, 3) Förderung von Gesundheit und Wohlbefinden, 4) Verbesserung der Bildung."
I18;neue Frage;neue Frage;Change;Ich weiß nicht;
I19;neue Frage;neue Frage;Change;Ich weiß nicht;
I20;neue Frage;neue Frage;Change;Ich weiß nicht;
I21;neue Frage;neue Frage;Change;ja;"BMAS:
Unter https://www.arbeitsagentur.de/jobsuche/ der Bundesagentur für Arbeit können sich Ausbildungssuchende über freie (Berufs-)Ausbildungsplätze informieren."
D4.3c;;;;;
I22;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
mFund-Projekt: „SmartAQnet“: „Smart Air Quality Network“: Das Projekt „Smart Air Quality Network“ (SmartAQnet) zielt darauf ab, ein intelligentes, reproduzierbares, sehr fein aufgelöstes und dennoch kostengünstiges Messnetzwerk für Luftqualität zu implementieren. Links: https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/smart-air-quality-network-smartaqnet.html; Daten: https://www.smartaq.net/en/dashboard/#/home

Berlin (Bundesland): Der Energieatlas verfügt beispielsweise über Daten zu den Auswirkungen offener Daten auf Umweltherausforderungen, Link: energieatlas.berlin.de";Change;nein;"Bayern: Ja. Beispielsweise nutzt das Start-up „Urbansens“ offene Daten zur Analyse von Hitze- und Umweltproblemen in Städten (https://oc.bydata.de/using/usecases/urbansens).

Hamburg: Die Umweltauswirkungen werden hier als positiver Effekt der Nutzung offener Daten auf vier spezifische Umweltherausforderungen definiert: 1) Schutz der Biodiversität (z. B. Erhaltung einer guten Luft- und Wasserqualität), 2) Schaffung umweltfreundlicherer Städte (z. B. in Bezug auf Verkehr und Abfallwirtschaft), 3) Bekämpfung des Klimawandels und damit verbundener Katastrophen, 4) Ausbau der Nutzung erneuerbarer Energien.

Berlin: Energiesektor: https://odis-berlin.de/projekte/2023-03-energiecheckpoint"
I23;neue Frage;neue Frage;Change;ja;"Bayern: Ja, z. B. Projekte zur Analyse der Bäume in Würzburg (https://oc.bydata.de/using/usecases/baeumewuerzburg & https://oc.bydata.de/using/usecases/laubnadelwuerzburg)

Berlin: Ja für eine bessere Luftqualität und Wasserversorgung"
I24;neue Frage;neue Frage;Change;ja;Bayern: Ja, z. B. Projekte zur Analyse der Fahrradnutzung in der Stadt München https://oc.bydata.de/using/usecases/trendradeln & https://oc.bydata.de/using/usecases/fahrradmuenchen
I25;neue Frage;neue Frage;Change;ja;Bayern: Ja, z.B. nutzt das Start-Up „Urbansens“ offene Daten zur Analyse von Hochwasserrisiken https://oc.bydata.de/using/usecases/urbansens
I26;neue Frage;neue Frage;Change;ja;"Schleswig-Holstein:
Das Solarpotenzialkataster https://www.solarkataster-sh.de wurde auf Basis der Daten des Open-Data-Portals erstellt."
D4.3d;;;;;
I27;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Dashboard Deutschland, Rubrik Wirtschaft und Konjunktur: Es bietet Indikatoren rund um Wirtschaft und Konjunktur, allgemeine Wirtschaftsentwicklung und Erholungspläne sowie spezifische Branchen, Außenhandel, Konsum und Preise:
https://www.dashboard-deutschland.de/konjunktur_wirtschaft/aussenhandel
Ergänzung: Es liegen zwar Studien zu den wirtschaftlichen Auswirkungen offener Daten vor, es liegen jedoch keine Erkenntnisse zur wiederkehrenden Datenerhebung vor.

Berlin (Land): Diese Daten sind auf der Plattform des Amtes für Statistik Berlin-Brandenburg für Berlin verfügbar. Für das neu gegründete Unternehmen beziehen wir unsere Daten aus der Gewerbedatenbank:
Bevölkerungsdaten: https://www.statistik-berlin-brandenburg.de/bevoelkerung
Daten der Gewerbedatenbank: https://senweb.leto.polyteia.de/app/ac755f96-46a2-49d1-9f60-0534f3b0e833/1a705925-d1d8-49a6-8d12-1d229095f57a";Confirm;;
I28;neue Frage;neue Frage;Change;ja;"BMAS:
Arbeitssuchende können sich unter https://www.arbeitsagentur.de/jobsuche/ der Bundesagentur für Arbeit über offene Stellen informieren."
I29;neue Frage;neue Frage;Change;ja;"BMDV:
Das BMDV-Forschungsprogramm mFUND fordert ausdrücklich die Wiederverwendung und/oder Bereitstellung offener Daten für innovative Mobilitätsprojekte. Hier drei Beispiele für geförderte Projekte im Rahmen des mFUND-Programms:
FixMyCity (https://www.fixmycity.de) bietet eine Plattform und Tools für die Planung von Fahrradinfrastruktur. Es basiert auf dem mFUND-Projekt FixmyBerlin (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/fixmyberlin.html?nn=12830). Das Tool ist unter (https://fixmyberlin.de/planungen) frei nutzbar und trägt dazu bei, diese Infrastruktur auf Basis von Bürgerdaten zu verbessern.
RailBench (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/rail-bench.html) ist ein aktuell laufendes mFUND-Projekt, das eine Benchmark-Suite für die Automatisierung des Schienenverkehrs entwickelt und unter einer offenen Lizenz verfügbar sein wird. Die Plattform basiert auf der KITTI-Benchmark-Suite und wird von der Deutschen Bahn und dem Deutschen Zentrum für Schienenverkehrsforschung (DZSF) bereitgestellt. Die Daten finden Sie hier: https://data.fid-move.de/dataset/osdar23.
Wheelmap (https://wheelmap.org/search) ist eine Plattform, die Daten zur Barrierefreiheit im öffentlichen Raum und im öffentlichen Nahverkehr sowie an anderen Orten wie Hotels, Restaurants, Einkaufszentren usw. anzeigt. Sie basiert auf einer Auswahl von Projekten, die im Rahmen des mFUND-Programms gefördert wurden (https://sor.bz/FZ6U7).

Bayern: Ja, z. B. das Start-up „SE3Labs“, das georäumliche KI zur Erforschung offener Daten nutzt (https://oc.bydata.de/using/usecases/se3labs).

Berlin: Künstliche Intelligenz, z. B. LLM oder digitale Zwillinge."
I30;neue Frage;neue Frage;Change;ja;"BMWK:
Ein Ziel des deutschen „Aktionsplans für mehr Unternehmerinnen im Mittelstand“ der Bundesregierung, von Wirtschaftsverbänden, zivilgesellschaftlichen Organisationen und Forschungsinstituten ist die Verbesserung der Datentransparenz zum Thema weibliches Unternehmertum. Datenanalyse und Transparenz bilden die Grundlage für eine evidenzbasierte Politikgestaltung. (https://www.bmwk.de/Redaktion/EN/Publikationen/Wirtschaft/aktionsplan-mehr-unternehmerinnen-im-mittelstand.html) Ein Beispiel dafür ist die vom Bundesministerium für Wirtschaft und Klimaschutz (BMWi) beim Ludwig-Fröhler-Institut in Auftrag gegebene Studie zur Beschäftigungssituation von Frauen im Handwerk: https://www.bmwk.de/Redaktion/DE/Dossier/Mehr-Unternehmerinnen-fuer-den-Mittelstand/Textsammlungen/lfi-studie.html

BMDV:
FixMyCity: Die erfolgreiche Einführung des Toolsets und die Gründung des dahinterstehenden Unternehmens wären ohne das mFUND-Projekt FixmyBerlin nicht möglich gewesen.
GOAT (https://www.open-accessibility.org/) ist ein interaktives, dynamisches und datenbasiertes Planungstool für Barrierefreiheit. Es wird von einer aktiven Community als Open-Source-Projekt entwickelt. Es basiert auf dem mFUND-Projekt GOAT (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/GOAT.html), gefolgt vom aktuell laufenden Projekt GOAT 3.0 (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/goat-3-0.html). Unternehmenswebsite: https://plan4better.de/
Wheelmap: Wir möchten hier erneut auf die erfolgreich gestartete Plattform Wheelmap hinweisen (siehe Punkt I29).

Bayern: Ja, z. B. basieren die Start-ups Credium, Urbansens und SE3Labs auf offenen Daten."
I31;neue Frage;neue Frage;Change;ja;"BMWK:
Es liegen derzeit keine Studien oder Daten vor, die genau auf diese Frage passen. Die Antwort muss daher „nein“ lauten.

Die Bundesbank betrachtet die Digitalisierung nur allgemein:
https://www.bundesbank.de/resource/blob/906616/619cb6633927dc5d02c459fc3c5afe60/mL/2023-03-arbeitsproduktivitaet-data.pdf"
